title,url,price,location,property_type,area,bedrooms,bathrooms,status,furnishing,posted_on,agent_name,specs
"Commercial land For Sale in Amuntay Road, Dasmariñas",https://lifenavi.com/ph/properties/dasmarinas/for-sale/commercial-land/8000-per-sqm-residential-lot-for-sale-in-damarinas-cavite-ln250636,"PHP 19,336,000","Amuntay Road, Dasmariñas, Calabarzon",,2417 m²,,,Vacant,Unfurnished,30 Nov 15:48,Grace L.,"['PHP 19,336,000', 'Amuntay Road, Dasmariñas, Calabarzon', 'Status:', 'Vacant', 'Furnishing:', 'Unfurnished', 'Area:', '2417 m²', 'Available from:', '30 Nov']"
"Commercial land For Sale in Nasugbu, Calabarzon",https://lifenavi.com/ph/properties/nasugbu/for-sale/commercial-land/80k-sqm-farm-lot-for-sale-in-nasugbu-batangas-ln366667,"PHP 84,000,000","Nasugbu, Calabarzon",,10000 m²,,,Vacant,Unfurnished,30 Nov 15:43,Grace L.,"['PHP 84,000,000', 'Nasugbu, Calabarzon', 'Status:', 'Vacant', 'Furnishing:', 'Unfurnished', 'Area:', '10000 m²', 'Available from:', '30 Nov']"
"Condo For Sale in 126, San Agustin Street, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/condo/avignon-tower-three-bedroom-3br-condo-for-sale-ln427312,"PHP 34,500,000","126, San Agustin Street, Makati City, Metro Manila",,323 m²,4,4,Available from 30 Nov,,30 Nov 15:40,Grace L.,"['PHP 34,500,000', '126, San Agustin Street, Makati City, Metro Manila', 'Bedrooms:', '4', 'Area:', '323 m²', 'Bathrooms:', '4', 'Available from:', '30 Nov']"
"Condo For Sale in Taguig, Metro Manila",https://lifenavi.com/ph/properties/taguig/for-sale/condo/condo-unit-for-sale-in-mckinley-hill-fort-bonifacio-taguig-ln234752,"PHP 4,500,000","Taguig, Metro Manila",,22 m²,Studio,1,Available from 30 Nov,,30 Nov 15:05,Grace L.,"['PHP 4,500,000', 'Taguig, Metro Manila', 'Bedrooms:', 'Studio', 'Area:', '22 m²', 'Bathrooms:', '1', 'Available from:', '30 Nov']"
"Condo For Sale in Taguig, Metro Manila",https://lifenavi.com/ph/properties/taguig/for-sale/condo/3-bedroom-condo-for-sale-in-west-veranda-taguig-city-ln904228,"PHP 28,000,000","Taguig, Metro Manila, 1630",,110 m²,3,3,Available from 30 Nov,,30 Nov 15:01,Grace L.,"['PHP 28,000,000', 'Taguig, Metro Manila, 1630', 'Bedrooms:', '3', 'Area:', '110 m²', 'Bathrooms:', '3', 'Available from:', '30 Nov']"
"Condo For Sale in Internal Avenue, Mandaluyong City",https://lifenavi.com/ph/properties/mandaluyong-city/for-sale/condo/condo-unit-for-sale-in-the-st-francis-shangri-la-place-ln444830,"PHP 8,500,000","Internal Avenue, Ortigas Center, Mandaluyong City, Metro Manila",,43 m²,Studio,1,Available from 30 Nov,,30 Nov 14:56,Grace L.,"['PHP 8,500,000', 'Internal Avenue, Ortigas Center, Mandaluyong City, Metro Manila', 'Bedrooms:', 'Studio', 'Area:', '43 m²', 'Bathrooms:', '1', 'Available from:', '30 Nov']"
"Commercial land For Sale in Makati City, Metro Manila",https://lifenavi.com/ph/properties/makati-city/for-sale/commercial-land/prime-commercial-lot-for-sale-in-makati-ln108148,"PHP 190,960,000","Makati City, Metro Manila",,868 m²,,,Vacant,Unfurnished,30 Nov 14:48,Grace L.,"['PHP 190,960,000', 'Makati City, Metro Manila', 'Status:', 'Vacant', 'Furnishing:', 'Unfurnished', 'Area:', '868 m²', 'Available from:', '30 Nov']"
"House and Lot For Sale in 29, F. Collantes, Quezon City",https://lifenavi.com/ph/properties/quezon-city/for-sale/house-and-lot/xavierville-subdivision-5-br-house-and-lot-for-sale-ln521863,"PHP 135,000,000","29, F. Collantes, Quezon City, Metro Manila, 1108",,962 m²,5+,4,Available from 30 Nov,,30 Nov 14:34,Grace L.,"['PHP 135,000,000', '29, F. Collantes, Quezon City, Metro Manila, 1108', 'Bedrooms:', '5+', 'Area:', '962 m²', 'Bathrooms:', '4', 'Available from:', '30 Nov']"
"Condo For Sale in Pasig, Metro Manila",https://lifenavi.com/ph/properties/pasig/for-sale/condo/2-bedroom-condo-for-sale-at-lumiere-residences-ln338778,"PHP 8,988,764","Pasig, Metro Manila",,56 m²,2,2,Available from 30 Nov,,30 Nov 14:29,Grace L.,"['PHP 8,988,764', 'Pasig, Metro Manila', 'Bedrooms:', '2', 'Area:', '56 m²', 'Bathrooms:', '2', 'Available from:', '30 Nov']"
"House and Lot For Sale in Legaspi, Muntinlupa",https://lifenavi.com/ph/properties/muntinlupa/for-sale/house-and-lot/alabang-hills-village-4br-house-for-sale-in-muntinlupa-ln683477,"PHP 95,000,000","Legaspi, Muntinlupa, Kalakhang Maynila",,420 m²,4,4,Available from 30 Nov,,30 Nov 14:22,Grace L.,"['PHP 95,000,000', 'Legaspi, Muntinlupa, Kalakhang Maynila', 'Bedrooms:', '4', 'Area:', '420 m²', 'Bathrooms:', '4', 'Available from:', '30 Nov']"
"House and Lot For Sale in Lime, Cainta",https://lifenavi.com/ph/properties/cainta/for-sale/house-and-lot/greenwoods-executive-village-house-and-lot-for-sale-ln695333,"PHP 30,000,000","Lime, Cainta, Calabarzon, 1900",,720 m²,5+,6+,Available from 30 Nov,,30 Nov 14:16,Grace L.,"['PHP 30,000,000', 'Lime, Cainta, Calabarzon, 1900', 'Bedrooms:', '5+', 'Area:', '720 m²', 'Bathrooms:', '6+', 'Available from:', '30 Nov']"
"Commercial land For Sale in Shibuya Drive, Silang",https://lifenavi.com/ph/properties/silang/for-sale/land-only/tokyo-mansions-at-south-forbes-lot-for-sale-ln748917,"PHP 13,500,000","Shibuya Drive, Silang, Calabarzon",,300 m²,,,Vacant,Unfurnished,30 Nov 14:09,Grace L.,"['PHP 13,500,000', 'Shibuya Drive, Silang, Calabarzon', 'Status:', 'Vacant', 'Furnishing:', 'Unfurnished', 'Area:', '300 m²', 'Available from:', '30 Nov']"
"House and Lot For Sale in Shibuya Drive, Silang",https://lifenavi.com/ph/properties/silang/for-sale/house-and-lot/for-sale-5br-house-at-tokyo-mansions-in-cavite-city-ln864832,"PHP 90,000,000","Shibuya Drive, Silang, Calabarzon",,600 m²,5+,5,Available from 30 Nov,,30 Nov 13:52,Grace L.,"['PHP 90,000,000', 'Shibuya Drive, Silang, Calabarzon', 'Bedrooms:', '5+', 'Area:', '600 m²', 'Bathrooms:', '5', 'Available from:', '30 Nov']"
"Condo For Sale in 1803, Chino Roces Avenue, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/condo/2br-condo-for-sale-at-the-beacon-in-makati-city-ln511949,"PHP 6,800,000","1803, Chino Roces Avenue, Makati City, Metro Manila",,42 m²,2,2,Available from 30 Nov,,30 Nov 13:28,Grace L.,"['PHP 6,800,000', '1803, Chino Roces Avenue, Makati City, Metro Manila', 'Bedrooms:', '2', 'Area:', '42 m²', 'Bathrooms:', '2', 'Available from:', '30 Nov']"
"Condo For Sale in Pasig Boulevard, Pasig",https://lifenavi.com/ph/properties/pasig/for-sale/condo/3-bedroom-condo-for-sale-in-pasig-city-ln173443,"PHP 14,500,000","Pasig Boulevard, Pasig, Metro Manila",,83 m²,3,2,Available from 30 Nov,,30 Nov 13:23,Grace L.,"['PHP 14,500,000', 'Pasig Boulevard, Pasig, Metro Manila', 'Bedrooms:', '3', 'Area:', '83 m²', 'Bathrooms:', '2', 'Available from:', '30 Nov']"
"House and Lot For Sale in Taytay, Calabarzon",https://lifenavi.com/ph/properties/taytay/for-sale/house-and-lot/3-bedroom-house-for-sale-in-taytay-rizal-ln485132,"PHP 16,900,000","Taytay, Calabarzon, 1920",,200 m²,3,3,Available from 30 Nov,,30 Nov 12:18,Grace L.,"['PHP 16,900,000', 'Taytay, Calabarzon, 1920', 'Bedrooms:', '3', 'Area:', '200 m²', 'Bathrooms:', '3', 'Available from:', '30 Nov']"
"Condo For Sale in cor, Panay Avenue, Quezon City",https://lifenavi.com/ph/properties/quezon-city/for-sale/condo/2-bedroom-condo-for-sale-in-victoria-towers-at-qc-ln818817,"PHP 6,300,000","cor, Panay Avenue, Diliman, Quezon City, Metro Manila",,43 m²,2,2,Available from 30 Nov,,30 Nov 12:09,Grace L.,"['PHP 6,300,000', 'cor, Panay Avenue, Diliman, Quezon City, Metro Manila', 'Bedrooms:', '2', 'Area:', '43 m²', 'Bathrooms:', '2', 'Available from:', '30 Nov']"
"Condo For Sale in A. Bonifacio Avenue, Quezon City",https://lifenavi.com/ph/properties/quezon-city/for-sale/condo/1-bedroom-unit-for-sale-in-celandine-residences-ln956849,"PHP 16,300,000","A. Bonifacio Avenue, Quezon City, Metro Manila",,44 m²,1,2,Available from 30 Nov,,30 Nov 11:59,Grace L.,"['PHP 16,300,000', 'A. Bonifacio Avenue, Quezon City, Metro Manila', 'Bedrooms:', '1', 'Area:', '44 m²', 'Bathrooms:', '2', 'Available from:', '30 Nov']"
"Commercial land For Sale in 130, Mt. Makiling, Taguig",https://lifenavi.com/ph/properties/taguig/for-sale/commercial-land/prime-lot-for-sale-along-c5-road-near-bgc-ln486345,"PHP 1,762,200","130, Mt. Makiling, Taguig, Metro Manila",,3015 m²,,,Vacant,Unfurnished,30 Nov 11:44,Grace L.,"['PHP 1,762,200', '130, Mt. Makiling, Taguig, Metro Manila', 'Status:', 'Vacant', 'Furnishing:', 'Unfurnished', 'Area:', '3015 m²', 'Available from:', '30 Nov']"
"House and Lot For Sale in 98, Don Rufino Avenue, Parañaque",https://lifenavi.com/ph/properties/paranaque/for-sale/house-and-lot/tahanan-village-in-paranaque-4-bedroom-house-for-sale-ln603779,"PHP 28,000,000","98, Don Rufino Avenue, Parañaque, Metro Manila, 1700",,346 m²,4,4,Available from 30 Nov,,30 Nov 11:33,Grace L.,"['PHP 28,000,000', '98, Don Rufino Avenue, Parañaque, Metro Manila, 1700', 'Bedrooms:', '4', 'Area:', '346 m²', 'Bathrooms:', '4', 'Available from:', '30 Nov']"
"House and Lot For Sale in Dasmariñas, Calabarzon",https://lifenavi.com/ph/properties/dasmarinas/for-sale/house-and-lot/for-sale-2-storey-4-bedrooms-house-and-lot-in-cavite-ln326903,"PHP 32,000,000","Salitran, Dasmariñas, Calabarzon",,301 m²,4,4,Available from 30 Nov,,30 Nov 11:26,Grace L.,"['PHP 32,000,000', 'Salitran, Dasmariñas, Calabarzon', 'Bedrooms:', '4', 'Area:', '301 m²', 'Bathrooms:', '4', 'Available from:', '30 Nov']"
"House and Lot For Sale in Antipolo, Calabarzon",https://lifenavi.com/ph/properties/antipolo/for-sale/house-and-lot/parkridge-estate-subd-in-antipolo-5br-house-for-sale-ln421464,"PHP 55,000,000","Antipolo, Calabarzon, 1870",,657 m²,5+,6+,Available from 30 Nov,,30 Nov 11:05,Grace L.,"['PHP 55,000,000', 'Antipolo, Calabarzon, 1870', 'Bedrooms:', '5+', 'Area:', '657 m²', 'Bathrooms:', '6+', 'Available from:', '30 Nov']"
"For Sale in Quezon City, Metro Manila",https://lifenavi.com/ph/properties/quezon-city/for-sale/commercial/quezon-city-369-sqm-residential-lot-for-sale-in-project-8-ln945459,"PHP 25,000,000","Project 8, Quezon City, Metro Manila",,369 m²,,,Vacant,Unfurnished,30 Nov 10:59,Grace L.,"['PHP 25,000,000', 'Project 8, Quezon City, Metro Manila', 'Status:', 'Vacant', 'Furnishing:', 'Unfurnished', 'Area:', '369 m²', 'Available from:', '30 Nov']"
"Land only For Sale in Puerto Galera, Mimaropa",https://lifenavi.com/ph/properties/puerto-galera/for-sale/land-only/puerto-galera-overlooking-property-with-treehouse-stay-bui-ln540443,"PHP 5,400,000","Puerto Galera, Mimaropa",,956 m²,1,1,Available from 30 Nov,,30 Nov 10:50,Walter jr S.,"['PHP 5,400,000', 'Puerto Galera, Mimaropa', 'Bedrooms:', '1', 'Area:', '956 m²', 'Bathrooms:', '1', 'Available from:', '30 Nov']"
"House and Lot For Sale in General Trias, Calabarzon",https://lifenavi.com/ph/properties/general-trias/for-sale/house-and-lot/clean-title-and-up-dated-ln349403,PHP 10,"General Trias, Calabarzon, 4107",,322 m²,3,5,Available from 01 Dec,,30 Nov 10:35,Neil C.,"['PHP 10', 'General Trias, Calabarzon, 4107', 'Bedrooms:', '3', 'Area:', '322 m²', 'Bathrooms:', '5', 'Available from:', '01 Dec']"
"Condo For Sale in 7, Sapphire Road, Pasig",https://lifenavi.com/ph/properties/pasig/for-sale/condo/for-sale-2br-unit-condo-at-corinthian-executive-in-pasig-ln965529,"PHP 6,900,000","7, Sapphire Road, Ortigas Center, Pasig, Metro Manila",,62 m²,2,2,Available from 29 Nov,,30 Nov 06:24,Grace L.,"['PHP 6,900,000', '7, Sapphire Road, Ortigas Center, Pasig, Metro Manila', 'Bedrooms:', '2', 'Area:', '62 m²', 'Bathrooms:', '2', 'Available from:', '29 Nov']"
"House and Lot For Sale in 65, Mangrove, Calamba",https://lifenavi.com/ph/properties/calamba/for-sale/house-and-lot/newly-built-house-and-lot-for-sale-in-laguna-ln829010,"PHP 38,000,000","65, Mangrove, Calamba, Calabarzon, 4027",,350 m²,4,4,Available from 29 Nov,,30 Nov 06:17,Grace L.,"['PHP 38,000,000', '65, Mangrove, Calamba, Calabarzon, 4027', 'Bedrooms:', '4', 'Area:', '350 m²', 'Bathrooms:', '4', 'Available from:', '29 Nov']"
"Condo For Sale in Agham Road, Quezon City",https://lifenavi.com/ph/properties/quezon-city/for-sale/condo/brand-new-condominium-for-sale-in-quezon-city-ln989816,"PHP 15,000,000","Agham Road, Diliman, Quezon City, Metro Manila",,61 m²,1,1,Available from 29 Nov,,30 Nov 06:09,Grace L.,"['PHP 15,000,000', 'Agham Road, Diliman, Quezon City, Metro Manila', 'Bedrooms:', '1', 'Area:', '61 m²', 'Bathrooms:', '1', 'Available from:', '29 Nov']"
"House and Lot For Sale in 67, Angeles, Muntinlupa",https://lifenavi.com/ph/properties/muntinlupa/for-sale/house-and-lot/5br-house-for-sale-in-muntinlupa-city-ln543566,"PHP 150,000,000","67, Angeles, Muntinlupa, Metro Manila",,1284 m²,5+,6+,Available from 29 Nov,,30 Nov 06:05,Grace L.,"['PHP 150,000,000', '67, Angeles, Muntinlupa, Metro Manila', 'Bedrooms:', '5+', 'Area:', '1284 m²', 'Bathrooms:', '6+', 'Available from:', '29 Nov']"
"Townhouse For Sale in Manila, Metro Manila",https://lifenavi.com/ph/properties/manila/for-sale/townhouse/townhouse-for-sale-in-manila-city-with-5br-ln588257,"PHP 26,500,000","Quiapo, Manila, Metro Manila, 1001",,345 m²,5+,3,Available from 29 Nov,,30 Nov 06:00,Grace L.,"['PHP 26,500,000', 'Quiapo, Manila, Metro Manila, 1001', 'Bedrooms:', '5+', 'Area:', '345 m²', 'Bathrooms:', '3', 'Available from:', '29 Nov']"
"Condo For Sale in 147, Legazpi Street, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/condo/2-bedroom-condo-for-sale-in-legazpi-village-makati-ln221782,"PHP 13,000,000","147, Legazpi Street, Legazpi Village, Makati City, Kalakhang Maynila",,54.6 m²,2,1,Available from 29 Nov,,30 Nov 05:47,Grace L.,"['PHP 13,000,000', '147, Legazpi Street, Legazpi Village, Makati City, Kalakhang Maynila', 'Bedrooms:', '2', 'Area:', '54.6 m²', 'Bathrooms:', '1', 'Available from:', '29 Nov']"
"Condo For Sale in Nexus Street, Taguig",https://lifenavi.com/ph/properties/taguig/for-sale/condo/brand-new-two-bedroom-2br-condo-in-taguig-metro-manila-ln360738,"PHP 27,000,000","Nexus Street, Taguig, Metro Manila, 1630",,109 m²,2,2,Available from 29 Nov,,30 Nov 05:44,Grace L.,"['PHP 27,000,000', 'Nexus Street, Taguig, Metro Manila, 1630', 'Bedrooms:', '2', 'Area:', '109 m²', 'Bathrooms:', '2', 'Available from:', '29 Nov']"
"House and Lot For Sale in 54B, Oregon, Antipolo",https://lifenavi.com/ph/properties/antipolo/for-sale/house-and-lot/2-storey-house-and-lot-for-sale-in-cainta-rizal-ln933907,"PHP 22,699,800","54B, Oregon, Executive Village Mayamot, Antipolo, Calabarzon, 1870",,450 m²,5+,4,Available from 29 Nov,,30 Nov 05:36,Grace L.,"['PHP 22,699,800', '54B, Oregon, Executive Village Mayamot, Antipolo, Calabarzon, 1870', 'Bedrooms:', '5+', 'Area:', '450 m²', 'Bathrooms:', '4', 'Available from:', '29 Nov']"
"Condo For Sale in 147, H.V. Dela Costa, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/condo/1-bedroom-1br-condo-for-sale-in-bel-air-makati-city-ln191105,"PHP 22,793,447","147, H.V. Dela Costa, Makati City, Kalakhang Maynila",,73 m²,1,1,Available from 29 Nov,,30 Nov 05:32,Grace L.,"['PHP 22,793,447', '147, H.V. Dela Costa, Makati City, Kalakhang Maynila', 'Bedrooms:', '1', 'Area:', '73 m²', 'Bathrooms:', '1', 'Available from:', '29 Nov']"
"Commercial land For Sale in 131, Maginhawa, Quezon City",https://lifenavi.com/ph/properties/quezon-city/for-sale/commercial-land/residential-lot-for-sale-with-old-house-ln929464,"PHP 34,368,000","131, Maginhawa, Diliman, Quezon City, Metro Manila, 1101",,429.6 m²,,,Vacant,Semi-Furnished,30 Nov 05:19,Grace L.,"['PHP 34,368,000', '131, Maginhawa, Diliman, Quezon City, Metro Manila, 1101', 'Status:', 'Vacant', 'Furnishing:', 'Semi-Furnished', 'Area:', '429.6 m²', 'Available from:', '29 Nov']"
"House and Lot For Sale in Yakal Street, Quezon City",https://lifenavi.com/ph/properties/quezon-city/for-sale/house-and-lot/5br-semi-furnished-house-and-lot-for-sale-at-tivoli-royale-ln672083,"PHP 95,000,000","Yakal Street, Quezon City, Metro Manila",,615 m²,5+,5,Available from 29 Nov,,30 Nov 05:05,Grace L.,"['PHP 95,000,000', 'Yakal Street, Quezon City, Metro Manila', 'Bedrooms:', '5+', 'Area:', '615 m²', 'Bathrooms:', '5', 'Available from:', '29 Nov']"
"Condo For Sale in Two Serendra, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/condo/2-bedroom-condo-for-sale-in-bgc-metro-manila-ln634067,"PHP 26,350,000","Two Serendra, Makati City, Metro Manila",,85 m²,2,2,Available from 29 Nov,,30 Nov 04:56,Grace L.,"['PHP 26,350,000', 'Two Serendra, Makati City, Metro Manila', 'Bedrooms:', '2', 'Area:', '85 m²', 'Bathrooms:', '2', 'Available from:', '29 Nov']"
"Condo For Sale in 1, Geronimo Street, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/condo/1-bedroom-condo-for-sale-in-bel-air-metro-manila-ln800991,"PHP 11,880,000","1, Geronimo Street, Makati City, Metro Manila",,66 m²,1,1,Available from 29 Nov,,30 Nov 04:52,Grace L.,"['PHP 11,880,000', '1, Geronimo Street, Makati City, Metro Manila', 'Bedrooms:', '1', 'Area:', '66 m²', 'Bathrooms:', '1', 'Available from:', '29 Nov']"
"Commercial land For Sale in 1750, Daang Hari Road, Las Piñas",https://lifenavi.com/ph/properties/las-pinas/for-sale/commercial-land/prime-lot-for-sale-in-molino-cavite-ln816971,"PHP 27,525,000","1750, Daang Hari Road, Las Piñas, Kalakhang Maynila",,367 m²,,,Vacant,Semi-Furnished,30 Nov 04:49,Grace L.,"['PHP 27,525,000', '1750, Daang Hari Road, Las Piñas, Kalakhang Maynila', 'Status:', 'Vacant', 'Furnishing:', 'Semi-Furnished', 'Area:', '367 m²', 'Available from:', '29 Nov']"
"Condo For Sale in 308, Sen. Gil J. Puyat Avenue, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/condo/the-lerato-tower-1-studio-condo-for-sale-in-makati-ln872737,"PHP 8,500,000","308, Sen. Gil J. Puyat Avenue, Makati City, Metro Manila, 1200",,37 m²,Studio,1,Available from 29 Nov,,30 Nov 04:45,Grace L.,"['PHP 8,500,000', '308, Sen. Gil J. Puyat Avenue, Makati City, Metro Manila, 1200', 'Bedrooms:', 'Studio', 'Area:', '37 m²', 'Bathrooms:', '1', 'Available from:', '29 Nov']"
"Condo For Sale in 2, Rosario Boulevard, Pasig",https://lifenavi.com/ph/properties/pasig/for-sale/condo/condo-for-sale-in-bridgetowne-pasig-city-and-quezon-city-ln826352,"PHP 37,275,000","2, Rosario Boulevard, Pasig, Metro Manila, 1609",,105 m²,2,2,Available from 29 Nov,,30 Nov 04:38,Grace L.,"['PHP 37,275,000', '2, Rosario Boulevard, Pasig, Metro Manila, 1609', 'Bedrooms:', '2', 'Area:', '105 m²', 'Bathrooms:', '2', 'Available from:', '29 Nov']"
"Condo For Sale in 530, J.P. Rizal, Mandaluyong City",https://lifenavi.com/ph/properties/mandaluyong-city/for-sale/condo/harbour-park-residences-2-bedroom-condo-for-sale-ln206083,"PHP 7,500,000","530, J.P. Rizal, Mandaluyong City, Metro Manila, 1550",,4 m²,2,1,Available from 29 Nov,,30 Nov 04:35,Grace L.,"['PHP 7,500,000', '530, J.P. Rizal, Mandaluyong City, Metro Manila, 1550', 'Bedrooms:', '2', 'Area:', '4 m²', 'Bathrooms:', '1', 'Available from:', '29 Nov']"
"House and Lot For Sale in Silang, Calabarzon",https://lifenavi.com/ph/properties/silang/for-sale/house-and-lot/4br-modern-house-for-sale-in-cavite-city-ln864929,"PHP 22,170,000","Silang, Calabarzon",,201 m²,4,4,Available from 29 Nov,,30 Nov 04:27,Grace L.,"['PHP 22,170,000', 'Silang, Calabarzon', 'Bedrooms:', '4', 'Area:', '201 m²', 'Bathrooms:', '4', 'Available from:', '29 Nov']"
"Condo For Sale in 35th Street, Taguig",https://lifenavi.com/ph/properties/taguig/for-sale/condo/brand-new-1br-condo-for-sale-in-taguig-city-ln840397,"PHP 8,059,586","35th Street, Taguig, Metro Manila",,36.91 m²,1,1,Available from 29 Nov,,30 Nov 04:21,Grace L.,"['PHP 8,059,586', '35th Street, Taguig, Metro Manila', 'Bedrooms:', '1', 'Area:', '36.91 m²', 'Bathrooms:', '1', 'Available from:', '29 Nov']"
"Condo For Sale in Las Piñas, Metro Manila",https://lifenavi.com/ph/properties/las-pinas/for-sale/condo/condo-unit-for-sale-in-viento-cerca-las-pinas-city-ln204699,"PHP 23,000,000","Las Piñas, Metro Manila",,79 m²,2,3,Available from 29 Nov,,30 Nov 04:17,Grace L.,"['PHP 23,000,000', 'Las Piñas, Metro Manila', 'Bedrooms:', '2', 'Area:', '79 m²', 'Bathrooms:', '3', 'Available from:', '29 Nov']"
"Condo For Sale in Makati City, Metro Manila",https://lifenavi.com/ph/properties/makati-city/for-sale/condo/2-bedroom-condominium-for-sale-in-makati-city-ln803535,"PHP 30,000,000","Makati City, Metro Manila",,102.3 m²,1,1,Available from 29 Nov,,30 Nov 04:14,Grace L.,"['PHP 30,000,000', 'Makati City, Metro Manila', 'Bedrooms:', '1', 'Area:', '102.3 m²', 'Bathrooms:', '1', 'Available from:', '29 Nov']"
